<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RI.RTSI,D,20070830,00:00:00,1874.3300000,1897.3500000,1874.3300000,1880.4300000,0
RI.RTSI,D,20070831,00:00:00,1881.6100000,1921.8300000,1881.6100000,1919.8900000,0
RI.RTSI,D,20070903,00:00:00,1918.4900000,1930.1000000,1918.4900000,1926.5000000,0
RI.RTSI,D,20070904,00:00:00,1925.1800000,1925.1800000,1901.6300000,1904.7600000,0
RI.RTSI,D,20070905,00:00:00,1909.6300000,1914.5100000,1903.5600000,1905.3000000,0
RI.RTSI,D,20070906,00:00:00,1905.2500000,1921.1300000,1905.2500000,1920.8800000,0
RI.RTSI,D,20070907,00:00:00,1920.8100000,1920.9200000,1896.1700000,1898.1900000,0
RI.RTSI,D,20070910,00:00:00,1897.9300000,1898.9400000,1894.8100000,1898.2600000,0
RI.RTSI,D,20070911,00:00:00,1898.4000000,1911.9700000,1898.4000000,1911.9700000,0
RI.RTSI,D,20070912,00:00:00,1912.2300000,1919.5000000,1899.8400000,1899.9500000,0
RI.RTSI,D,20070913,00:00:00,1900.3300000,1956.8800000,1900.3300000,1932.6800000,0
RI.RTSI,D,20070914,00:00:00,1932.9600000,1944.1000000,1926.3800000,1943.2500000,0
RI.RTSI,D,20070917,00:00:00,1940.0300000,1940.0300000,1912.9500000,1915.8000000,0
RI.RTSI,D,20070918,00:00:00,1915.8000000,1938.7000000,1914.4900000,1938.5200000,0
RI.RTSI,D,20070919,00:00:00,1944.3500000,2015.8900000,1944.3500000,2015.3600000,0
RI.RTSI,D,20070920,00:00:00,2014.0400000,2017.7200000,2000.6100000,2015.1900000,0
RI.RTSI,D,20070921,00:00:00,2014.9500000,2027.3300000,2013.2000000,2026.2900000,0
RI.RTSI,D,20070924,00:00:00,2026.2900000,2048.0600000,2026.2900000,2042.2000000,0
RI.RTSI,D,20070925,00:00:00,2042.3000000,2042.3000000,2008.2200000,2008.9700000,0
RI.RTSI,D,20070926,00:00:00,2011.1400000,2049.4500000,2011.1400000,2049.4500000,0
RI.RTSI,D,20070927,00:00:00,2050.0900000,2064.9400000,2050.0900000,2064.1600000,0
RI.RTSI,D,20070928,00:00:00,2064.1600000,2075.2500000,2063.0300000,2071.8000000,0
RI.RTSI,D,20071001,00:00:00,2071.8000000,2072.2800000,2039.6400000,2047.0900000,0
RI.RTSI,D,20071002,00:00:00,2049.2100000,2108.8900000,2049.2100000,2108.5700000,0
RI.RTSI,D,20071003,00:00:00,2108.5700000,2121.0700000,2092.9800000,2092.9800000,0
RI.RTSI,D,20071004,00:00:00,2091.3800000,2096.0600000,2085.0700000,2090.0800000,0
RI.RTSI,D,20071005,00:00:00,2090.1500000,2117.3200000,2090.1500000,2115.4300000,0
RI.RTSI,D,20071008,00:00:00,2116.7700000,2133.6800000,2116.7700000,2130.2000000,0
RI.RTSI,D,20071009,00:00:00,2130.1700000,2142.3400000,2117.3400000,2141.7900000,0
RI.RTSI,D,20071010,00:00:00,2141.8300000,2159.5900000,2141.8300000,2143.6900000,0
RI.RTSI,D,20071011,00:00:00,2143.6900000,2174.4500000,2143.6900000,2173.1100000,0
RI.RTSI,D,20071012,00:00:00,2172.4700000,2172.4700000,2152.3300000,2163.1100000,0
RI.RTSI,D,20071015,00:00:00,2163.7300000,2181.6800000,2163.7300000,2176.9000000,0
RI.RTSI,D,20071016,00:00:00,2176.9300000,2178.5700000,2159.7300000,2159.8400000,0
RI.RTSI,D,20071017,00:00:00,2157.4100000,2158.0900000,2143.1700000,2158.0900000,0
RI.RTSI,D,20071018,00:00:00,2158.4100000,2163.5300000,2132.8400000,2136.5300000,0
RI.RTSI,D,20071019,00:00:00,2136.4800000,2148.6600000,2135.3700000,2142.4200000,0
RI.RTSI,D,20071022,00:00:00,2132.3500000,2132.3500000,2096.0300000,2098.5700000,0
RI.RTSI,D,20071023,00:00:00,2099.8800000,2127.1500000,2099.8800000,2127.0000000,0
RI.RTSI,D,20071024,00:00:00,2128.3800000,2128.3800000,2117.3100000,2123.3600000,0
RI.RTSI,D,20071025,00:00:00,2123.4800000,2153.9400000,2122.6500000,2151.1000000,0
RI.RTSI,D,20071026,00:00:00,2151.8300000,2194.1700000,2151.8300000,2194.1200000,0
RI.RTSI,D,20071029,00:00:00,2195.8200000,2232.5800000,2195.8200000,2226.0200000,0
RI.RTSI,D,20071030,00:00:00,2226.0200000,2226.0200000,2197.0600000,2206.3400000,0
RI.RTSI,D,20071031,00:00:00,2207.7500000,2224.1600000,2205.8200000,2223.0600000,0
RI.RTSI,D,20071101,00:00:00,2225.2500000,2258.6300000,2207.1000000,2220.1600000,0
RI.RTSI,D,20071102,00:00:00,2220.1100000,2234.0400000,2208.6900000,2228.1500000,0
RI.RTSI,D,20071106,00:00:00,2227.9900000,2268.9200000,2227.9900000,2268.9200000,0
RI.RTSI,D,20071107,00:00:00,2268.9200000,2286.7400000,2268.9200000,2280.9500000,0
RI.RTSI,D,20071108,00:00:00,2273.0800000,2291.8700000,2257.6000000,2288.1500000,0
RI.RTSI,D,20071109,00:00:00,2288.1500000,2301.6700000,2262.1100000,2262.1100000,0
RI.RTSI,D,20071112,00:00:00,2261.0000000,2268.2700000,2240.5300000,2243.0400000,0
RI.RTSI,D,20071113,00:00:00,2242.1900000,2242.9400000,2221.7500000,2222.8400000,0
RI.RTSI,D,20071114,00:00:00,2223.3200000,2249.7800000,2223.3200000,2244.1100000,0
RI.RTSI,D,20071115,00:00:00,2243.5900000,2243.5900000,2217.9500000,2217.9500000,0
RI.RTSI,D,20071116,00:00:00,2214.4800000,2214.4800000,2183.2100000,2189.3700000,0
RI.RTSI,D,20071119,00:00:00,2191.0700000,2200.1700000,2165.5000000,2166.0000000,0
RI.RTSI,D,20071120,00:00:00,2165.9600000,2180.5300000,2154.6800000,2180.2200000,0
RI.RTSI,D,20071121,00:00:00,2180.2200000,2180.2200000,2148.4100000,2151.8800000,0
RI.RTSI,D,20071122,00:00:00,2152.0000000,2155.0600000,2128.1700000,2135.9300000,0
RI.RTSI,D,20071123,00:00:00,2135.9300000,2154.5300000,2135.9300000,2151.8900000,0
RI.RTSI,D,20071126,00:00:00,2152.5100000,2188.2000000,2152.5100000,2177.0700000,0
RI.RTSI,D,20071127,00:00:00,2176.6500000,2177.8100000,2153.4400000,2155.3800000,0
RI.RTSI,D,20071128,00:00:00,2155.1800000,2168.1100000,2138.5800000,2168.1100000,0
RI.RTSI,D,20071129,00:00:00,2172.6700000,2192.7100000,2172.6700000,2180.5000000,0
RI.RTSI,D,20071130,00:00:00,2181.0600000,2220.1100000,2181.0600000,2220.1100000,0
RI.RTSI,D,20071203,00:00:00,2218.4400000,2218.4400000,2199.8200000,2200.7500000,0
RI.RTSI,D,20071204,00:00:00,2201.1100000,2208.7300000,2201.0800000,2204.4200000,0
RI.RTSI,D,20071205,00:00:00,2204.3000000,2263.0200000,2204.3000000,2262.2800000,0
RI.RTSI,D,20071206,00:00:00,2262.5500000,2276.4800000,2254.6900000,2259.1400000,0
RI.RTSI,D,20071207,00:00:00,2265.3800000,2287.2000000,2265.3800000,2285.8500000,0
RI.RTSI,D,20071210,00:00:00,2286.2800000,2333.0000000,2278.5300000,2330.4500000,0
RI.RTSI,D,20071211,00:00:00,2331.8500000,2355.5600000,2331.8500000,2342.6400000,0
RI.RTSI,D,20071212,00:00:00,2342.3800000,2360.1500000,2330.8300000,2359.8500000,0
RI.RTSI,D,20071213,00:00:00,2359.8100000,2359.8100000,2317.2800000,2317.2800000,0
RI.RTSI,D,20071214,00:00:00,2317.2800000,2325.1100000,2263.7200000,2269.5300000,0
RI.RTSI,D,20071217,00:00:00,2269.5300000,2269.5300000,2233.3700000,2251.0700000,0
RI.RTSI,D,20071218,00:00:00,2250.1100000,2270.9400000,2249.9700000,2269.0900000,0
RI.RTSI,D,20071219,00:00:00,2269.0900000,2280.1600000,2253.8300000,2264.9500000,0
RI.RTSI,D,20071220,00:00:00,2265.3300000,2283.9500000,2265.3300000,2283.2800000,0
RI.RTSI,D,20071221,00:00:00,2283.5400000,2297.6400000,2283.5400000,2296.0900000,0
RI.RTSI,D,20071224,00:00:00,2299.1200000,2307.6200000,2299.1200000,2303.2800000,0
RI.RTSI,D,20071225,00:00:00,2303.2800000,2304.3300000,2291.1500000,2293.0300000,0
RI.RTSI,D,20071226,00:00:00,2293.0300000,2293.0300000,2277.3600000,2283.0800000,0
RI.RTSI,D,20071227,00:00:00,2283.1700000,2293.8500000,2280.3200000,2291.4600000,0
RI.RTSI,D,20071228,00:00:00,2291.4600000,2292.9600000,2271.9500000,2290.5100000,0
RI.RTSI,D,20080109,00:00:00,2300.7900000,2312.3600000,2290.7900000,2296.5600000,0
RI.RTSI,D,20080110,00:00:00,2296.5200000,2308.6600000,2296.5200000,2306.8700000,0
RI.RTSI,D,20080111,00:00:00,2303.7100000,2313.9000000,2296.2400000,2313.9000000,0
RI.RTSI,D,20080114,00:00:00,2313.9000000,2339.7900000,2309.1000000,2339.7900000,0
RI.RTSI,D,20080115,00:00:00,2339.7900000,2345.4500000,2328.7200000,2330.8700000,0
RI.RTSI,D,20080116,00:00:00,2323.0000000,2323.0000000,2214.3300000,2225.4600000,0
RI.RTSI,D,20080117,00:00:00,2225.1700000,2225.2600000,2157.9400000,2174.7800000,0
RI.RTSI,D,20080118,00:00:00,2174.7800000,2174.7800000,2137.9500000,2159.1000000,0
RI.RTSI,D,20080121,00:00:00,2159.1000000,2159.1000000,1997.1500000,1999.8300000,0
RI.RTSI,D,20080122,00:00:00,1988.7300000,2012.2200000,1883.2800000,1967.7000000,0
RI.RTSI,D,20080123,00:00:00,1967.7000000,2016.5200000,1885.7100000,1890.8800000,0
RI.RTSI,D,20080124,00:00:00,1902.5700000,1988.2300000,1902.5700000,1988.2300000,0
RI.RTSI,D,20080125,00:00:00,1991.3600000,2037.2500000,1991.3600000,2033.0900000,0
RI.RTSI,D,20080128,00:00:00,2031.7800000,2031.7800000,1970.0700000,1978.6800000,0
RI.RTSI,D,20080129,00:00:00,1979.5300000,2009.9100000,1979.5300000,2009.7100000,0
RI.RTSI,D,20080130,00:00:00,2009.7100000,2009.7100000,1979.9000000,1981.5300000,0
RI.RTSI,D,20080131,00:00:00,1981.5300000,1983.4400000,1898.5200000,1906.9700000,0
RI.RTSI,D,20080201,00:00:00,1910.6700000,1987.2200000,1910.6700000,1968.9700000,0
RI.RTSI,D,20080204,00:00:00,1970.2400000,2013.8800000,1970.2400000,2012.7600000,0
RI.RTSI,D,20080205,00:00:00,2012.7600000,2034.0100000,1959.1700000,1966.7300000,0
RI.RTSI,D,20080206,00:00:00,1965.1900000,1965.1900000,1915.0500000,1947.1900000,0
RI.RTSI,D,20080207,00:00:00,1947.0100000,1950.6900000,1870.3000000,1887.4100000,0
RI.RTSI,D,20080208,00:00:00,1887.4100000,1908.9900000,1859.5300000,1870.9300000,0
RI.RTSI,D,20080211,00:00:00,1870.9300000,1919.4300000,1870.9300000,1917.6100000,0
RI.RTSI,D,20080212,00:00:00,1919.8900000,1981.2000000,1919.8900000,1980.8400000,0
RI.RTSI,D,20080213,00:00:00,1980.9000000,2006.6000000,1956.4900000,2004.4800000,0
RI.RTSI,D,20080214,00:00:00,2010.1000000,2034.8400000,2010.1000000,2025.1400000,0
RI.RTSI,D,20080215,00:00:00,2024.6900000,2024.6900000,1985.8400000,1989.2500000,0
RI.RTSI,D,20080218,00:00:00,1990.0700000,2026.2300000,1990.0700000,2026.1700000,0
RI.RTSI,D,20080219,00:00:00,2027.5100000,2046.8000000,2016.6100000,2046.8000000,0
RI.RTSI,D,20080220,00:00:00,2046.5900000,2046.6800000,2017.3300000,2020.9200000,0
RI.RTSI,D,20080221,00:00:00,2022.2200000,2068.2800000,2022.2200000,2065.3900000,0
RI.RTSI,D,20080222,00:00:00,2065.3900000,2087.0000000,2049.8000000,2079.7200000,0
RI.RTSI,D,20080226,00:00:00,2080.5800000,2102.7300000,2080.5800000,2096.3200000,0
RI.RTSI,D,20080227,00:00:00,2098.8600000,2116.3100000,2091.5600000,2096.4400000,0
RI.RTSI,D,20080228,00:00:00,2096.4400000,2096.8300000,2078.7500000,2081.5100000,0
RI.RTSI,D,20080229,00:00:00,2081.3400000,2096.2500000,2054.2000000,2063.9400000,0
RI.RTSI,D,20080303,00:00:00,2017.4700000,2032.4700000,2010.7200000,2032.2900000,0
RI.RTSI,D,20080304,00:00:00,2032.7300000,2051.9400000,2012.8600000,2018.8800000,0
RI.RTSI,D,20080305,00:00:00,2018.8800000,2042.3800000,2010.0100000,2042.3800000,0
RI.RTSI,D,20080306,00:00:00,2044.0600000,2064.1700000,2044.0600000,2050.4600000,0
RI.RTSI,D,20080307,00:00:00,2050.4600000,2050.4600000,2010.4400000,2012.6500000,0
RI.RTSI,D,20080311,00:00:00,2010.2100000,2059.1200000,2006.8600000,2058.3900000,0
RI.RTSI,D,20080312,00:00:00,2060.4800000,2091.4400000,2060.4800000,2079.6700000,0
RI.RTSI,D,20080313,00:00:00,2078.9400000,2078.9400000,2053.6600000,2059.3500000,0
RI.RTSI,D,20080314,00:00:00,2059.4400000,2096.5500000,2059.4400000,2064.4100000,0
RI.RTSI,D,20080317,00:00:00,2062.9100000,2062.9100000,1970.1800000,1990.8400000,0
RI.RTSI,D,20080318,00:00:00,1990.9400000,2018.8200000,1983.2800000,2018.7600000,0
RI.RTSI,D,20080319,00:00:00,2020.6400000,2037.7800000,2012.8300000,2016.4400000,0
RI.RTSI,D,20080320,00:00:00,2012.0300000,2012.0300000,1942.4400000,1946.7900000,0
RI.RTSI,D,20080321,00:00:00,1947.3400000,1972.0900000,1947.3400000,1964.6500000,0
RI.RTSI,D,20080324,00:00:00,1964.6500000,2000.9500000,1954.2700000,2000.9500000,0
RI.RTSI,D,20080325,00:00:00,2000.9500000,2017.9300000,1990.6000000,1993.9400000,0
RI.RTSI,D,20080326,00:00:00,1993.9500000,2004.0100000,1991.0700000,1995.1900000,0
RI.RTSI,D,20080327,00:00:00,1995.1900000,2044.8000000,1995.1900000,2030.1300000,0
RI.RTSI,D,20080328,00:00:00,2030.1300000,2049.4000000,2030.1300000,2049.4000000,0
RI.RTSI,D,20080331,00:00:00,2049.2100000,2056.5800000,2034.7100000,2053.9300000,0
RI.RTSI,D,20080401,00:00:00,2053.9700000,2063.6900000,2035.8500000,2063.6900000,0
RI.RTSI,D,20080402,00:00:00,2065.4000000,2073.7500000,2058.0500000,2069.6400000,0
RI.RTSI,D,20080403,00:00:00,2069.6400000,2080.0200000,2052.7500000,2052.8400000,0
RI.RTSI,D,20080404,00:00:00,2052.9800000,2064.4500000,2052.6600000,2059.0500000,0
RI.RTSI,D,20080407,00:00:00,2059.6100000,2104.3100000,2059.6100000,2103.9600000,0
RI.RTSI,D,20080408,00:00:00,2103.2500000,2107.4800000,2088.6400000,2089.7700000,0
RI.RTSI,D,20080409,00:00:00,2089.7700000,2116.8100000,2089.3400000,2115.3200000,0
RI.RTSI,D,20080410,00:00:00,2115.4000000,2134.7200000,2115.4000000,2132.5000000,0
RI.RTSI,D,20080411,00:00:00,2132.9600000,2146.9700000,2106.3100000,2112.1000000,0
RI.RTSI,D,20080414,00:00:00,2107.5400000,2107.5400000,2076.0100000,2091.0900000,0
RI.RTSI,D,20080415,00:00:00,2091.4800000,2114.0400000,2090.9000000,2113.6100000,0
RI.RTSI,D,20080416,00:00:00,2113.7100000,2161.5200000,2113.7100000,2160.7600000,0
RI.RTSI,D,20080417,00:00:00,2160.6300000,2185.4800000,2146.7300000,2150.7400000,0
RI.RTSI,D,20080418,00:00:00,2150.9700000,2184.7300000,2150.9700000,2175.9200000,0
RI.RTSI,D,20080421,00:00:00,2176.0300000,2190.4900000,2170.7500000,2172.2500000,0
RI.RTSI,D,20080422,00:00:00,2172.2500000,2176.4000000,2164.6900000,2166.2300000,0
RI.RTSI,D,20080423,00:00:00,2166.6500000,2176.7500000,2145.2400000,2159.0400000,0
RI.RTSI,D,20080424,00:00:00,2159.0400000,2159.0400000,2102.4500000,2102.4500000,0
RI.RTSI,D,20080425,00:00:00,2102.8300000,2129.1500000,2102.8300000,2129.1500000,0
RI.RTSI,D,20080428,00:00:00,2129.3000000,2155.2500000,2129.3000000,2150.8200000,0
RI.RTSI,D,20080429,00:00:00,2150.8200000,2150.8200000,2126.5700000,2126.5700000,0
RI.RTSI,D,20080430,00:00:00,2126.3900000,2127.1600000,2106.3200000,2122.5000000,0
RI.RTSI,D,20080504,00:00:00,2122.5000000,2141.3300000,2122.5000000,2140.9800000,0
RI.RTSI,D,20080505,00:00:00,2141.1100000,2149.1600000,2136.9600000,2141.3500000,0
RI.RTSI,D,20080506,00:00:00,2141.3500000,2160.2700000,2141.2400000,2153.3200000,0
RI.RTSI,D,20080507,00:00:00,2153.5500000,2201.4900000,2153.5500000,2201.4700000,0
RI.RTSI,D,20080508,00:00:00,2201.4700000,2284.0100000,2191.2000000,2283.9900000,0
RI.RTSI,D,20080512,00:00:00,2290.7000000,2321.6900000,2290.7000000,2321.1400000,0
RI.RTSI,D,20080513,00:00:00,2321.1600000,2339.8500000,2306.0000000,2339.5700000,0
RI.RTSI,D,20080514,00:00:00,2339.5700000,2406.0500000,2328.6000000,2406.0500000,0
RI.RTSI,D,20080515,00:00:00,2406.1600000,2439.0500000,2403.7800000,2411.9500000,0
RI.RTSI,D,20080516,00:00:00,2411.9500000,2478.8700000,2411.9500000,2478.8700000,0
RI.RTSI,D,20080519,00:00:00,2478.8800000,2498.1000000,2465.0400000,2487.9200000,0
RI.RTSI,D,20080520,00:00:00,2487.9800000,2487.9800000,2446.4500000,2453.1200000,0
RI.RTSI,D,20080521,00:00:00,2451.2400000,2484.2400000,2449.0200000,2467.8100000,0
RI.RTSI,D,20080522,00:00:00,2468.6100000,2490.7600000,2426.9400000,2433.0700000,0
RI.RTSI,D,20080523,00:00:00,2433.0700000,2443.0200000,2412.7100000,2435.2000000,0
RI.RTSI,D,20080526,00:00:00,2431.2300000,2441.9300000,2417.6300000,2436.5600000,0
RI.RTSI,D,20080527,00:00:00,2436.5600000,2459.5500000,2387.8600000,2390.6000000,0
RI.RTSI,D,20080528,00:00:00,2389.6200000,2396.8700000,2368.6800000,2396.8700000,0
RI.RTSI,D,20080529,00:00:00,2398.6100000,2446.4900000,2398.6100000,2439.0300000,0
RI.RTSI,D,20080530,00:00:00,2439.3600000,2461.5800000,2428.4700000,2459.8800000,0
RI.RTSI,D,20080602,00:00:00,2459.9000000,2464.5900000,2441.0500000,2452.7600000,0
RI.RTSI,D,20080603,00:00:00,2451.4100000,2451.4100000,2429.4700000,2429.4700000,0
RI.RTSI,D,20080604,00:00:00,2427.5800000,2427.5800000,2344.6800000,2353.4900000,0
RI.RTSI,D,20080605,00:00:00,2352.0100000,2358.0400000,2334.3700000,2351.7800000,0
RI.RTSI,D,20080606,00:00:00,2358.2000000,2396.7900000,2358.2000000,2377.9100000,0
RI.RTSI,D,20080607,00:00:00,2377.9100000,2377.9100000,2342.7000000,2342.7000000,0
RI.RTSI,D,20080609,00:00:00,2342.7000000,2367.9800000,2342.7000000,2357.7900000,0
RI.RTSI,D,20080610,00:00:00,2357.7900000,2357.7900000,2324.9500000,2339.2900000,0
RI.RTSI,D,20080611,00:00:00,2339.5300000,2359.3900000,2339.5300000,2356.7100000,0
RI.RTSI,D,20080616,00:00:00,2356.4800000,2371.8200000,2356.4800000,2366.3200000,0
RI.RTSI,D,20080617,00:00:00,2366.3200000,2401.0700000,2366.3200000,2399.1500000,0
RI.RTSI,D,20080618,00:00:00,2399.7200000,2419.4700000,2398.7000000,2402.7400000,0
RI.RTSI,D,20080619,00:00:00,2402.7400000,2408.8900000,2392.8800000,2400.8400000,0
RI.RTSI,D,20080620,00:00:00,2400.0900000,2400.6000000,2384.7500000,2384.7500000,0
RI.RTSI,D,20080623,00:00:00,2383.8800000,2383.8800000,2340.8300000,2342.3900000,0
RI.RTSI,D,20080624,00:00:00,2342.3900000,2347.0900000,2307.4400000,2308.8800000,0
RI.RTSI,D,20080625,00:00:00,2308.8800000,2325.6100000,2301.3900000,2310.7300000,0
RI.RTSI,D,20080626,00:00:00,2310.7600000,2321.9800000,2302.8700000,2308.7600000,0
RI.RTSI,D,20080627,00:00:00,2307.9500000,2321.0000000,2280.3300000,2318.6100000,0
RI.RTSI,D,20080630,00:00:00,2318.6100000,2333.5300000,2297.0000000,2303.3400000,0
RI.RTSI,D,20080701,00:00:00,2303.1100000,2306.7900000,2241.7800000,2242.7400000,0
RI.RTSI,D,20080702,00:00:00,2242.5100000,2262.7900000,2242.5100000,2255.4600000,0
RI.RTSI,D,20080703,00:00:00,2250.9600000,2250.9600000,2211.7300000,2211.7300000,0
RI.RTSI,D,20080704,00:00:00,2216.3500000,2233.2900000,2187.4400000,2187.6500000,0
RI.RTSI,D,20080707,00:00:00,2187.6500000,2207.9000000,2187.6500000,2189.0300000,0
RI.RTSI,D,20080708,00:00:00,2188.4300000,2188.4300000,2150.0200000,2175.0200000,0
RI.RTSI,D,20080709,00:00:00,2175.0200000,2189.5500000,2172.5400000,2178.9000000,0
RI.RTSI,D,20080710,00:00:00,2177.9100000,2191.7400000,2163.4400000,2186.3500000,0
RI.RTSI,D,20080711,00:00:00,2186.3500000,2202.9200000,2161.3200000,2167.1800000,0
RI.RTSI,D,20080714,00:00:00,2165.2700000,2209.5000000,2165.2700000,2208.0600000,0
RI.RTSI,D,20080715,00:00:00,2207.9700000,2207.9700000,2170.2600000,2174.2200000,0
RI.RTSI,D,20080716,00:00:00,2173.4600000,2177.6900000,2146.8900000,2175.4600000,0
RI.RTSI,D,20080717,00:00:00,2175.6200000,2226.8000000,2175.6200000,2223.4800000,0
RI.RTSI,D,20080718,00:00:00,2222.4900000,2222.4900000,2132.0200000,2135.3800000,0
RI.RTSI,D,20080721,00:00:00,2135.3800000,2156.5800000,2131.0000000,2144.1800000,0
RI.RTSI,D,20080722,00:00:00,2144.1800000,2144.4700000,2120.6700000,2123.6600000,0
RI.RTSI,D,20080723,00:00:00,2125.1100000,2129.0200000,2106.9200000,2111.9300000,0
RI.RTSI,D,20080724,00:00:00,2111.4600000,2111.7200000,2066.7000000,2066.7000000,0
RI.RTSI,D,20080725,00:00:00,2058.2400000,2058.2400000,1951.2900000,1951.2900000,0
RI.RTSI,D,20080728,00:00:00,1951.1800000,1983.8800000,1926.2700000,1928.7400000,0
RI.RTSI,D,20080729,00:00:00,1927.3000000,1927.3000000,1881.0600000,1896.2800000,0
RI.RTSI,D,20080730,00:00:00,1897.7300000,1952.7500000,1897.7300000,1949.0300000,0
RI.RTSI,D,20080731,00:00:00,1954.9200000,1996.8100000,1954.3000000,1966.6800000,0
RI.RTSI,D,20080801,00:00:00,1965.5300000,1966.1600000,1927.8700000,1941.7300000,0
RI.RTSI,D,20080804,00:00:00,1941.4900000,1942.3900000,1895.8600000,1895.8600000,0
RI.RTSI,D,20080805,00:00:00,1891.5400000,1891.5400000,1810.9300000,1812.0000000,0
RI.RTSI,D,20080806,00:00:00,1812.4800000,1843.0600000,1763.9700000,1814.6000000,0
RI.RTSI,D,20080807,00:00:00,1814.6000000,1855.9300000,1814.6000000,1842.5800000,0
RI.RTSI,D,20080808,00:00:00,1839.4000000,1839.4000000,1720.8400000,1722.7100000,0
RI.RTSI,D,20080811,00:00:00,1722.6100000,1742.9600000,1648.5300000,1742.9600000,0
RI.RTSI,D,20080812,00:00:00,1742.5700000,1810.6200000,1733.2900000,1803.8200000,0
RI.RTSI,D,20080813,00:00:00,1800.9600000,1811.4700000,1776.0600000,1776.0600000,0
RI.RTSI,D,20080814,00:00:00,1776.0600000,1814.4500000,1776.0600000,1795.2300000,0
RI.RTSI,D,20080815,00:00:00,1795.3100000,1797.9600000,1775.3000000,1785.3600000,0
RI.RTSI,D,20080818,00:00:00,1786.2600000,1802.8700000,1778.2900000,1778.2900000,0
RI.RTSI,D,20080819,00:00:00,1777.7700000,1777.7700000,1678.1600000,1685.6000000,0
RI.RTSI,D,20080820,00:00:00,1685.7800000,1713.5000000,1685.7800000,1713.5000000,0
RI.RTSI,D,20080821,00:00:00,1713.5900000,1729.2200000,1680.2700000,1722.4100000,0
RI.RTSI,D,20080822,00:00:00,1722.4100000,1736.0200000,1701.6100000,1701.6100000,0
RI.RTSI,D,20080825,00:00:00,1700.7100000,1702.8900000,1646.8300000,1647.6700000,0
RI.RTSI,D,20080826,00:00:00,1646.4100000,1646.4100000,1547.1000000,1579.1200000,0
RI.RTSI,D,20080827,00:00:00,1582.7600000,1611.6600000,1557.8700000,1589.0500000,0
RI.RTSI,D,20080828,00:00:00,1589.0500000,1654.1900000,1589.0500000,1653.9900000,0
RI.RTSI,D,20080829,00:00:00,1653.9900000,1653.9900000,1630.5000000,1646.1400000,0
RI.RTSI,D,20080901,00:00:00,1643.0400000,1675.0600000,1633.4100000,1666.5200000,0
RI.RTSI,D,20080902,00:00:00,1665.7800000,1667.2300000,1641.7600000,1659.6500000,0
RI.RTSI,D,20080903,00:00:00,1659.4800000,1659.4800000,1589.1900000,1589.1900000,0
RI.RTSI,D,20080904,00:00:00,1588.9100000,1604.2200000,1525.9700000,1526.5700000,0
RI.RTSI,D,20080905,00:00:00,1525.9200000,1525.9200000,1407.3500000,1469.1500000,0
RI.RTSI,D,20080908,00:00:00,1471.5300000,1528.4000000,1471.5300000,1508.4100000,0
RI.RTSI,D,20080909,00:00:00,1508.4100000,1508.4100000,1394.9400000,1395.1100000,0
RI.RTSI,D,20080910,00:00:00,1393.9700000,1393.9700000,1309.4900000,1334.3300000,0
RI.RTSI,D,20080911,00:00:00,1334.2400000,1351.0600000,1298.0800000,1298.0800000,0
RI.RTSI,D,20080912,00:00:00,1298.0800000,1359.9400000,1295.6600000,1341.7500000,0
RI.RTSI,D,20080915,00:00:00,1340.2300000,1340.2300000,1245.8200000,1277.6000000,0
RI.RTSI,D,20080916,00:00:00,1274.9100000,1274.9100000,1129.2800000,1131.1200000,0
RI.RTSI,D,20080917,00:00:00,1129.9600000,1145.9300000,1058.8400000,1058.8400000,0
RI.RTSI,D,20080918,00:00:00,1058.8400000,1058.8400000,1058.8400000,1058.8400000,0
RI.RTSI,D,20080919,00:00:00,1064.0200000,1299.5500000,1064.0200000,1295.9100000,0
RI.RTSI,D,20080922,00:00:00,1295.8300000,1327.3900000,1295.8300000,1309.5000000,0
RI.RTSI,D,20080923,00:00:00,1309.5000000,1309.5000000,1263.6000000,1272.1300000,0
RI.RTSI,D,20080924,00:00:00,1272.7900000,1334.7500000,1272.7900000,1315.4300000,0
RI.RTSI,D,20080925,00:00:00,1315.4300000,1317.0800000,1284.5700000,1304.9900000,0
RI.RTSI,D,20080926,00:00:00,1306.1300000,1306.8700000,1275.1000000,1285.4700000,0
RI.RTSI,D,20080929,00:00:00,1285.4700000,1285.4700000,1194.1100000,1194.1100000,0
RI.RTSI,D,20080930,00:00:00,1193.5300000,1211.8400000,1150.5300000,1211.8400000,0
RI.RTSI,D,20081001,00:00:00,1211.9000000,1227.2500000,1189.0600000,1189.0600000,0
RI.RTSI,D,20081002,00:00:00,1188.2100000,1194.0700000,1152.7000000,1152.7000000,0
RI.RTSI,D,20081003,00:00:00,1151.6800000,1151.6800000,1062.6900000,1070.9800000,0
RI.RTSI,D,20081006,00:00:00,1070.2700000,1070.2700000,865.5500000,866.3900000,0
RI.RTSI,D,20081007,00:00:00,866.3900000,900.7600000,825.0300000,858.1600000,0
RI.RTSI,D,20081008,00:00:00,854.9400000,854.9400000,759.4000000,761.6300000,0
RI.RTSI,D,20081009,00:00:00,765.9000000,864.2900000,765.9000000,844.7500000,0
RI.RTSI,D,20081013,00:00:00,843.8100000,843.8100000,789.1500000,791.2000000,0
